AICA30025,行動車聯網 C-V2X 技術與應用服務,3,陳建志,,3,8G1,智慧科學暨綠能學院,選修,111-2-639003,en-us
AICA30008,強化學習,3,林勻蔚,,3,8G1,智慧科學暨綠能學院,選修,111-2-639004,zh-tw
AICA30026,深度概率機器學習,3,馬清文,,3,8G1,智慧科學暨綠能學院,選修,111-2-639005,zh-tw
AICA30010,機器學習於電子設計自動化之應用,3,林柏宏,,3,8G1,智慧科學暨綠能學院,選修,111-2-639006,en-us
AICA30015,計算機圖形學總論,3,彭其瀚,,3,8G1,智慧科學暨綠能學院,選修,111-2-639007,en-us
AICA30006,專題研討,1,郭志義、黃仁竑、林柏宏、謝君偉、陳建志、魏澤人、林勻蔚、馬清文、彭其瀚,,3,8G1,智慧科學暨綠能學院,選修,111-2-639010,zh-tw
AICA30028,遞迴神經網路,3,黃仁竑,,3,8G1,智慧科學暨綠能學院,選修,111-2-639101,en-us
AIIS30002,智慧系統研究模組,3,魏澤人、綠能學院、謝君偉、陳建志、彭其瀚,,3,832,智慧系統與應用研究所,必修,111-2-639200,zh-tw
AIIG30002,綠能研究模組,3,陳煜璋、綠能學院、林柏宏、歐陽盟、陳建志,,3,833,智慧與綠能產學研究所,必修,111-2-639300,zh-tw
AICA30016,論文研究,0,黃仁竑、綠能學院、林柏宏、謝君偉、郭志義、陳建志、魏澤人、林勻蔚、馬清文、彭其瀚,,4,830,智慧科學暨綠能學院博士班,選修,111-2-648300,zh-tw
AIAI30001,專題研討,0,郭志義、黃仁竑、林柏宏、謝君偉、陳建志、魏澤人、林勻蔚、馬清文、彭其瀚,,4,830,智慧科學暨綠能學院博士班,必修,111-2-648301,zh-tw
AICA30017,論文研究,1,黃仁竑、綠能學院、林柏宏、謝君偉、郭志義、陳建志、魏澤人、林勻蔚、馬清文、彭其瀚,,3,8G1,智慧科學暨綠能學院,選修,111-2-639001,zh-tw
AICA30030,電腦網路,3,連紹宇,,3,8G1,智慧科學暨綠能學院,選修,111-2-639011,en-us
AICA30031,電腦輔助光學設計實務,3,方怡欽,,3,8G1,智慧科學暨綠能學院,選修,111-2-639012,zh-tw
CSIC30015,作業系統,3,袁賢銘,,4,502,網路與資訊系統博士學位學程,選修,111-2-535507,en-us
CSIC30039,密碼理論,3,曾文貴,,4,502,網路與資訊系統博士學位學程,選修,111-2-535514,zh-tw
CSIC30046,強化學習原理,3,謝秉均,,4,502,網路與資訊系統博士學位學程,選修,111-2-535515,en-us
CSIC30153,深度學習,3,彭文孝、吳毅成、陳永昇,,3,605,機器人碩士學位學程,選修,111-2-535516,zh-tw
CSIC30154,深度學習實驗,3,彭文孝、吳毅成、陳永昇,,3,605,機器人碩士學位學程,選修,111-2-535517,zh-tw
CSIC30125,軟體測試,3,黃世昆,,4,502,網路與資訊系統博士學位學程,選修,111-2-535518,zh-tw
CSIC30100,腦機介面系統,3,魏群樹,"校基本素養(106),領域課程-社會中的科技與自然(110)",3,551,資訊科學與工程研究所,選修,111-2-535523,en-us
CSIC30072,演算法,3,荊宇泰,,4,502,網路與資訊系統博士學位學程,選修,111-2-535524,en-us
CSIC30062,機器學習,3,邱維辰、洪瑞鴻,,3,605,機器人碩士學位學程,選修,111-2-535526,en-us
CSIC30140,電腦視覺,3,林奕成,,3,605,機器人碩士學位學程,選修,111-2-535651,en-us
CSDS30009,資料探勘,3,顏安孜,,4,502,網路與資訊系統博士學位學程,選修,111-2-535702,en-us
IIAI30004,深度學習,3,廖元甫,,3,581,智能系統研究所,選修,111-2-539100,zh-tw
IIAI30007,數位、AI與量子運算架構,2,梁伯嵩,,3,581,智能系統研究所,選修,111-2-539101,zh-tw
IIAI30009,快閃記憶體存儲系統,2,林緯,,3,581,智能系統研究所,選修,111-2-539103,zh-tw
EEAI30001,論文研討,0,黃紹華、廖元甫,,3,505,人工智慧技術與應用碩士學位學程,必修,111-2-535450,zh-tw
CSIC30056,新創雲服務與開發工具,3,陳添福,,4,502,網路與資訊系統博士學位學程,選修,111-2-535522,zh-tw
IIPS30013,資料轉換積體電路,3,蔡宗亨,,3,580,前瞻半導體研究所,選修,111-2-539001,en-us
IIPS30012,積體電路技術(二),3,李耀仁,,3,580,前瞻半導體研究所,選修,111-2-539002,zh-tw
IIPS30014,先進元件製造技術導論,1,李耀仁,,3,580,前瞻半導體研究所,選修,111-2-539003,en-us
IIPS30011,前瞻CMOS製程整合工程,3,林群雄,,3,580,前瞻半導體研究所,選修,111-2-539004,zh-tw
SCEP30038,量子力學（二）,3,陳永富,,3,651,電子物理學系,選修,111-2-536601,zh-tw
SCEP30006,光電子學,3,蘇冠暐,,3,651,電子物理學系,選修,111-2-536603,zh-tw
CSIC30028,博士學位論文研究,1,資訊學院博,,4,556,資訊學院博士班,必修,111-2-545600,zh-tw
CSIC30160,雲原生軟體開發與最佳實踐,3,黃俊龍、曾建超,,4,502,網路與資訊系統博士學位學程,選修,111-2-535503,zh-tw
CSIC30010,交通資料分析,3,張明峰,,4,502,網路與資訊系統博士學位學程,選修,111-2-535506,zh-tw
CSIC30018,使用者經驗與易用性評估,3,張永儒,,4,502,網路與資訊系統博士學位學程,選修,111-2-535509,zh-tw
CSIC30038,容錯計算,3,吳育松,,4,502,網路與資訊系統博士學位學程,選修,111-2-535510,zh-tw
CSIC30155,記憶體與儲存系統,3,吳俊峯,,4,502,網路與資訊系統博士學位學程,選修,111-2-535511,en-us
CSIC30104,虛擬醫用儀表,3,蕭子健、張家齊,"校基本素養(106),領域課程-社會中的科技與自然(110)",3,551,資訊科學與工程研究所,選修,111-2-535520,zh-tw
CSIC30156,進階三維電腦視覺,3,邱維辰,,4,502,網路與資訊系統博士學位學程,選修,111-2-535521,en-us
CSIC30098,編譯器設計,3,游逸平,,4,502,網路與資訊系統博士學位學程,選修,111-2-535525,zh-tw
CSIC30157,醫學成像科學理論與應用,3,紀虹名,,4,502,網路與資訊系統博士學位學程,選修,111-2-535528,en-us
CSIC30159,智慧感知與機器學習,3,曾煜棋,,4,502,網路與資訊系統博士學位學程,選修,111-2-535530,zh-tw
CSIC30115,論文研討,0,楊武,,4,502,網路與資訊系統博士學位學程,必修,111-2-535602,en-us
CSIC30030,即時顯像技術,3,施仁忠,,4,502,網路與資訊系統博士學位學程,選修,111-2-535654,en-us
CSIC30114,設計未來互動技術,3,詹力韋,,4,502,網路與資訊系統博士學位學程,選修,111-2-535657,zh-tw
CSDS30002,巨量資料分析技術與應用,3,曾新穆,,4,502,網路與資訊系統博士學位學程,選修,111-2-535704,zh-tw
CSDS30003,數值軟體開發,3,陳永昱,,4,502,網路與資訊系統博士學位學程,選修,111-2-535705,en-us
CSDS30001,個別研究,1,數據所,,3,554,數據科學與工程研究所碩士班,必修,111-2-535700,zh-tw
CSDS30007,數據科學系列演講,0,荊宇泰,,3,554,數據科學與工程研究所碩士班,必修,111-2-535703,zh-tw
CSIC30019,個別研究,1,多媒體所,,3,553,多媒體工程研究所,必修,111-2-535650,zh-tw
CSIC30084,科技人的溝通與領導力培養,3,賴佩霞,,3,553,多媒體工程研究所,選修,111-2-535658,zh-tw
CSIC30028,博士學位論文研究,1,資科工博,,4,551,資訊科學與工程研究所,必修,111-2-545500,zh-tw
CSIC30029,博士班書報討論,0,易志偉,,4,551,資訊科學與工程研究所,必修,111-2-545501,en-us
CSIC30019,個別研究,1,資科工所,,3,551,資訊科學與工程研究所,必修,111-2-535500,zh-tw
CSIC30087,系統與網路服務研究(二),3,王昱舜,,3,551,資訊科學與工程研究所,必修,111-2-535501,zh-tw
CSIC30061,校務系統開發與管理(二),3,黃世昆、謝旻錚、鄭昌杰,,3,551,資訊科學與工程研究所,必修,111-2-535502,zh-tw
CSIC30019,個別研究,1,網工所,,3,552,網路工程研究所,必修,111-2-535600,zh-tw
CSIC30040,密碼工程,3,謝致仁,,3,552,網路工程研究所,選修,111-2-535604,zh-tw
XDLC30010,智慧整合式照護模式設計與運用,2,張博論,,3,109,衛生福利研究所,選修,111-2-133500,zh-tw
XDLC00001,照護哲學,2,嚴如玉,,3,902,跨專業長期照顧與管理碩士學位學程,選修,111-2-133502,zh-tw
XDLC30031,長照跨專業實務討論與分析(I),2,楊雅如、王瑞瑤、吳肖琪、陳怡如、李淑貞、李雪楨、陳喬男、楊曼華、林麗嬋、李玉春,,3,902,跨專業長期照顧與管理碩士學位學程,必修,111-2-133503,zh-tw
XDLC30027,長照機構經營管理與品質確保,2,李玉春、周月清、張博論、蔡芳文、黃耀榮、陳潤秋、林麗嬋、黃松共、譚醒朝、杜敏世、祝健芳、張淑卿,,3,902,跨專業長期照顧與管理碩士學位學程,必修,111-2-133504,zh-tw
XDLC30036,高齡精神障礙疾病和照護,2,范佩貞,,3,902,跨專業長期照顧與管理碩士學位學程,選修,111-2-133505,zh-tw
XDLC30042,健康問卷調查與分析,2,范佩貞,,3,902,跨專業長期照顧與管理碩士學位學程,選修,111-2-133506,zh-tw
XDLC30020,進階長期照顧管理實務實習,4,吳肖琪、周月清、李淑貞、李玉春,,3,902,跨專業長期照顧與管理碩士學位學程,必修,111-2-133507,zh-tw
XDLC30007,基本照顧服務,0,吳肖琪,,3,902,跨專業長期照顧與管理碩士學位學程,必修,111-2-133508,zh-tw
XDLC30033,非傳染性疾病之精準運動處方,2,陳俊忠、陳逸弘,,3,902,跨專業長期照顧與管理碩士學位學程,選修,111-2-133509,zh-tw
XDLC30039,認知功能障礙實證照護與應用,2,黃子庭、孫秀卿、李威儒、周承珍、林柳吟、鄭又升,,3,902,跨專業長期照顧與管理碩士學位學程,選修,111-2-133511,zh-tw
MDHW30003,健康與長期照護保險制度,2,李玉春、楊銘欽、張麗娟,,3,107,醫務管理研究所,選修,111-2-130700,zh-tw
MDHW30012,照顧﹑性別與國家,3,周月清,,3,109,衛生福利研究所,選修,111-2-130711,zh-tw
MDIH20001,流行病學研究設計,2,劉家軒、陳信任、莊宜芳,,4,117,環境科技博士學位學程(台灣聯合大學系統),必修,111-2-131200,en-us
MDIH20003,生物統計模式與資料分析,2,陳瓊梅、林逸芬,,4,117,環境科技博士學位學程(台灣聯合大學系統),必修,111-2-131201,en-us
MDIH30027,社會流行病學,2,喬芷、林文旭,,4,117,環境科技博士學位學程(台灣聯合大學系統),必修,111-2-131202,en-us
MDIH30029,系統性文獻回顧與統合分析 ,2,鄭浩民、莊紹源,,3,104,公共衛生研究所,選修,111-2-131203,en-us
MDIH30021,比較醫療照護體系,2,黃心苑,,4,117,環境科技博士學位學程(台灣聯合大學系統),必修,111-2-131204,en-us
MDIH30049,氣膠科學: 從理論基礎到醫學與健康之應用,2,余國賓,,3,114,國際衛生碩士學位學程,選修,111-2-131205,en-us
MDIH30018,急重疫病危機管理,2,顏慕庸,,3,114,國際衛生碩士學位學程,選修,111-2-131208,en-us
MDIH30016,基礎統計學與Stata,1,關艾琛,,3,114,國際衛生碩士學位學程,選修,111-2-131209,en-us
MDIH30031,衛生政策之形成與評估,2,邱淑媞,,3,114,國際衛生碩士學位學程,選修,111-2-131210,en-us
MDIH30053,因果推論與影響性評估,2,梁立霖,,3,114,國際衛生碩士學位學程,選修,111-2-131212,en-us
MDIH30024,環境衛生學,2,張榮偉、陳美蓮、紀凱獻、黃鈺芳、李旻軒、劉宗榮,,4,117,環境科技博士學位學程(台灣聯合大學系統),選修,111-2-131213,en-us
MDIH30020,智慧醫療與產業應用,2,陳翎,,3,114,國際衛生碩士學位學程,選修,111-2-131214,en-us
MDIH30054,應用疫苗學初探-從產業研發、疫苗政策、到全球衛生,1,連加恩、衛雅樂,,3,114,國際衛生碩士學位學程,選修,111-2-131215,en-us
MDIH30015,國際衛生專題討論(碩),2,衛雅樂、黃心苑、黃嵩立、蒲正筠、梁立霖、黃宣穎、陳信任、嵇達德、莊宜芳、劉家軒,,3,114,國際衛生碩士學位學程,必修,111-2-131216,en-us
MDIH30057,國際衛生專題討論(博),2,衛雅樂、黃心苑、黃嵩立、蒲正筠、梁立霖、黃宣穎、陳信任、嵇達德、莊宜芳、劉家軒,,3,114,國際衛生碩士學位學程,必修,111-2-131218,en-us
MDPH30109,癌症流行病學,2,劉家軒,,3,104,公共衛生研究所,選修,111-2-130210,zh-tw
MDPH30004,健康行為與促進,2,陳信任、簡莉盈、陳娟瑜、蒲正筠,,3,116,公共衛生碩士學位學程,選修,111-2-130211,zh-tw
MDHW30040,職場衛生福利政策與管理,2,藍凡耘,,3,109,衛生福利研究所,選修,111-2-130715,en-us
PSBP30029,醫藥化學(二),2,蕭崇瑋、蘇瑀、林滿玉、嚴錦城、蘇溶真、蕭永基、郭清輝、劉慧康,,3,230,生物藥學研究所,選修,111-2-131902,en-us
LSMI30046,細菌學 (全英語),2,黃雪莉、蔡雨寰、高正彥、胡小婷、程樹德,,3,302,微生物及免疫學研究所,必修,111-2-132801,en-us
LWLW30115,比較醫療法,2,陳鋕雄、賈文宇、Robert Leflar、岩田太,,5,730,科技法律研究所碩士在職專班,選修,111-2-557906,en-us
MDPY30030,生理學實驗教學實習,0,張原翊、阮琪昌、李怡萱、簡千栩,,3,102,生理學研究所,必修,111-2-130000,zh-tw
MDPY30033,生理醫學研究概論,2,吳莉玲、陳世彬、李曉暉、王琬菁、邱光裕、何奕儒、蔣偉程、姜為中、賴盈達、劉嚞睿、馬念涵、趙需文、劉彥良、吳偉立、郭瑋庭,,3,102,生理學研究所,必修,111-2-130001,zh-tw
MDPY30034,代謝生理學研究方法,2,阮琪昌,,3,102,生理學研究所,選修,111-2-130002,zh-tw
MDPY30009,生理學專題討論A,2,黃娟娟、吳鈺琳、李怡萱、簡千栩,,3,102,生理學研究所,選修,111-2-130003,zh-tw
MDPY30010,生理學專題討論B,2,阮琪昌、黃娟娟、林惠菁、張原翊、吳莉玲,,3,102,生理學研究所,選修,111-2-130004,zh-tw
MDPY30019,神經精神藥物學特論,2,林惠菁,,3,102,生理學研究所,選修,111-2-130007,zh-tw
MDPY30028,記憶與認知特論,1,林惠菁,,3,102,生理學研究所,選修,111-2-130008,zh-tw
MDPY30021,細胞及分子訊息傳遞特論,2,吳鈺琳,,3,102,生理學研究所,選修,111-2-130009,zh-tw
MDPY30029,高等消化道生理學,2,吳莉玲,,3,102,生理學研究所,選修,111-2-130010,en-us
MDPY30036,臨床電生理學,1,季康揚,,3,102,生理學研究所,選修,111-2-130011,zh-tw
MDPY30017,生殖生理學,2,王錫崗,,3,102,生理學研究所,選修,111-2-130014,zh-tw
MDBI30026,生物醫學資訊專題討論(週一博班),1,洪哲倫、鍾翊方、李國彬,,4,112,生物醫學資訊研究所,選修,111-2-140800,en-us
MDBI30027,生物醫學資訊專題討論(週四博班),1,林振慶、黃宣誠,,4,112,生物醫學資訊研究所,選修,111-2-140801,en-us
MDBI30082,生物醫學資訊學研究技術(博),1,李國彬,,4,112,生物醫學資訊研究所,選修,111-2-140802,zh-tw
MDBI30035,生物醫學資訊學教學(博),1,李國彬,,4,112,生物醫學資訊研究所,選修,111-2-140803,zh-tw
MDBI30063,研究室見習,0,國際研究生學程,,4,112,生物醫學資訊研究所,必修,111-2-143200,en-us
MDBI30064,書報討論,1,國際研究生學程,,4,112,生物醫學資訊研究所,必修,111-2-143201,en-us
MDBI30070,高等演算法,3,國際研究生學程,,4,305,分子醫學博士學位學程,選修,111-2-143202,en-us
MDBI30071,基礎分子生物學（二）,3,國際研究生學程,,4,305,分子醫學博士學位學程,選修,111-2-143203,en-us
MDBI30072,進階生物資訊統計學,3,國際研究生學程,,4,305,分子醫學博士學位學程,選修,111-2-143204,en-us
MDBI30068,閱讀指導,1,國際研究生學程,,4,112,生物醫學資訊研究所,必修,111-2-143205,en-us
MDBI30032,生物醫學資訊學研究,1,吳俊穎、巫坤品、黃宣誠、楊永正、鍾翊方、張博論、洪哲倫、李國彬、王禹超、林振慶、黃彥華、陳卓逸,,3,112,生物醫學資訊研究所,選修,111-2-131003,zh-tw
MDBI30037,生物醫學資訊學基礎(二),2,黃宣誠、巫坤品、鍾翊方、張博論、吳俊穎、洪哲倫、王禹超、林振慶,,4,118,跨領域醫學博士學位學程,必修,111-2-131004,zh-tw
MDBI30001,JAVA程式設計,2,李國彬,,3,112,生物醫學資訊研究所,選修,111-2-131005,zh-tw
MDBI30014,微菌叢與人類疾病,2,吳俊穎、黃雪莉、鄭浩民、陳斯婷、高正彥、陳怡如、曾景鴻,,5,105,臨床醫學研究所,選修,111-2-131010,en-us
MDBI30080,資料探勘,2,洪哲倫,,3,112,生物醫學資訊研究所,選修,111-2-131011,zh-tw
MDBI30050,系統生物學專題(二),2,黃宣誠、王禹超、林振慶、陳卓逸,,3,112,生物醫學資訊研究所,選修,111-2-131012,zh-tw
MDBI30039,生物網路分析(二),2,黃宣誠、林振慶,,3,112,生物醫學資訊研究所,選修,111-2-131013,zh-tw
MDBI30043,生醫數據分析與實作,3,林振慶、黃宣誠、王禹超,,3,112,生物醫學資訊研究所,選修,111-2-131014,zh-tw
MDBI30058,醫學決策支援及專家系統,2,張博論,,3,109,衛生福利研究所,選修,111-2-131017,en-us
MDBI30017,智慧醫療與應用實例,2,楊智傑,,4,118,跨領域醫學博士學位學程,選修,111-2-131018,zh-tw
MDBI30059,醫學概論,2,郭冠良、楊慕華、吳俊穎、吳貞宜、鄭浩民,,3,112,生物醫學資訊研究所,選修,111-2-131019,zh-tw
MDBI30010,合成生物學專題,2,楊永正,,3,112,生物醫學資訊研究所,選修,111-2-131020,zh-tw
MDBI30012,合成生物學實作,2,楊永正,,3,112,生物醫學資訊研究所,選修,111-2-131021,zh-tw
MDBI30020,深度學習於生醫資料分析,2,黃彥華、鍾翊方、梁恭豪,,5,559,資訊學院科技犯罪偵查資通訊碩士在職專班,選修,111-2-131022,zh-tw
MDBI30079,基因體信息資源與應用,2,黃彥華,,3,303,生化暨分子生物研究所,選修,111-2-131023,zh-tw
MDBI30057,轉譯基因體,2,黃彥華、鍾翊方,,3,112,生物醫學資訊研究所,選修,111-2-131024,zh-tw
MDBI30021,深度學習於生醫應用,2,黃彥華、鍾翊方,,3,112,生物醫學資訊研究所,選修,111-2-131025,zh-tw
MDBI30081,生物醫學資訊學新知,1,楊永正、張博論,,3,112,生物醫學資訊研究所,選修,111-2-131026,zh-tw
MDBI30028,生物醫學資訊專題討論(碩一A),1,林振慶、王禹超,,3,112,生物醫學資訊研究所,選修,111-2-131000,zh-tw
MDBI30029,生物醫學資訊專題討論(碩一B),1,黃彥華、巫坤品,,3,112,生物醫學資訊研究所,選修,111-2-131001,zh-tw
MDBI30076,生物醫學資訊專題討論(碩一C),1,陳卓逸、楊永正,,3,112,生物醫學資訊研究所,選修,111-2-131002,zh-tw
MDEC30010,研究設計及論文撰寫,1,宋思賢、陳理維、鄭玫枝、許瀚水、丁乾坤、林邑璁、劉嘉仁、柯比KIRBY RALPH,,3,111,急重症醫學研究所,選修,111-2-130903,zh-tw
MDEC30003,博士論文研究初報,2,許瀚水、陳理維、鄭玫枝、丁乾坤、林邑璁、宋思賢、劉嘉仁,,4,111,急重症醫學研究所,必修,111-2-140700,zh-tw
MDEC30004,博士論文進度報告,2,許瀚水、陳理維、鄭玫枝、丁乾坤、林邑璁、宋思賢、劉嘉仁,,4,111,急重症醫學研究所,必修,111-2-140701,zh-tw
MDEC30015,進階重症醫學,2,鄭玫枝、楊振昌、陳理維、許瀚水、陽光耀、丁乾坤、林邑璁、宋思賢、江晨恩、吳義勇、彭殿王、李怡慧、陳肇文、張西川、王家弘、柯信國、黃獻皞、楊雀戀,,3,111,急重症醫學研究所,必修,111-2-130902,zh-tw
MDEC30013,臨床研究數據分析之理論與實作,1,劉嘉仁,,3,111,急重症醫學研究所,選修,111-2-130904,zh-tw
MDEC30007,急重症感染學,1,林邑璁、陳理維、鄭玫枝、馮長風、陳昕白、馮嘉毅、廖俊星、楊家瑞,,3,111,急重症醫學研究所,選修,111-2-130905,zh-tw
MDEC30018,急重症生理監測,1,丁乾坤、王審之、沈靜慧、鄧惟濃、黃偉春、劉靖揚,,3,111,急重症醫學研究所,選修,111-2-130906,zh-tw
MDEC30011,研究報告初報,1,許瀚水、陳理維、鄭玫枝、丁乾坤、林邑璁、宋思賢、劉嘉仁,,3,111,急重症醫學研究所,必修,111-2-130900,zh-tw
MDEC30012,研究進度報告,1,許瀚水、陳理維、鄭玫枝、丁乾坤、林邑璁、宋思賢、劉嘉仁,,3,111,急重症醫學研究所,必修,111-2-130901,zh-tw
MDDT30016,生物醫學統計學,2,陳璿宇,,4,305,分子醫學博士學位學程,選修,111-2-141000,en-us
MDDT30011,專題討論(二),1,呂仁、李永凌,,4,115,轉譯醫學博士學位學程,必修,111-2-141001,en-us
MDDT30012,專題討論(四),1,呂仁、李永凌,,4,115,轉譯醫學博士學位學程,必修,111-2-141002,en-us
MDDT30008,實驗室實習(二),1,轉譯醫學博士學位學程,,4,115,轉譯醫學博士學位學程,必修,111-2-141003,zh-tw
MDDT30021,臨床實習,1,轉譯醫學博士學位學程,,4,115,轉譯醫學博士學位學程,必修,111-2-141004,zh-tw
MDCM30052,醫學研究動物模式與技術,1,施俊哲、葉添順、邱士華、黃柏勳、林惠菁、張世霖,,5,105,臨床醫學研究所,必修,111-2-130304,zh-tw
MDCM30025,疾病的分子與病理機轉,2,吳肇卿、王錦鈿、楊慕華、洪榮志、陳世彬、陳斯婷、楊智宇、詹宇鈞、李建賢、林幸榮、周德盈、牛道明、洪成志,,5,105,臨床醫學研究所,必修,111-2-130306,zh-tw
MDCM30005,再生生物醫學特論,2,李光申、何慧君、楊慕華、黃柏勳、陳志強、楊智宇、李怡慧、翁仕明、郭紘志、鄭明德、周秀慧、賴峻毅,,5,105,臨床醫學研究所,必修,111-2-130307,zh-tw
LSMM30001,免疫學,2,陶秘華,,4,305,分子醫學博士學位學程,選修,111-2-142809,en-us
MDHW30034,高等統計應用分析,2,吳肖琪、喬芷、林文旭、林正祥,,3,109,衛生福利研究所,選修,111-2-130706,zh-tw
MDHW30039,藥事經濟學專題討論,2,蔡憶文,,3,109,衛生福利研究所,選修,111-2-130714,zh-tw
MDTM30035,傳統醫藥學概論(英文授課),2,龔彥穎、傅淑玲、蔡東湖、陳方佩、許中華、藍耿立、林東毅、張清貿、盧美光、劉茹涵、彭溫雅,,3,108,傳統醫藥研究所,選修,111-2-130609,en-us
MDHW30029,長期照護專題討論,2,吳肖琪、喬芷、林志遠,,3,109,衛生福利研究所,選修,111-2-130701,zh-tw
MDHW30020,福利政策專題討論,2,周月清、林文旭,,3,109,衛生福利研究所,選修,111-2-130703,zh-tw
MDHW30001,SAS與SΡSS統計分析,2,吳肖琪,,3,109,衛生福利研究所,選修,111-2-130704,zh-tw
MDHW30017,社會流行病學,2,喬芷、林文旭,,3,109,衛生福利研究所,選修,111-2-130705,zh-tw
MDHW30022,藥事經濟學導論,2,黃文鴻、蔡憶文、楊健明,,3,107,醫務管理研究所,選修,111-2-130707,zh-tw
MDHW30008,公共衛生學,2,許銘能、吳肖琪、喬芷、蔡憶文、林文旭、璩大成、李玉春、吳全峰,,3,109,衛生福利研究所,選修,111-2-130709,zh-tw
MDHW30015,疾病篩檢理論與成本效益分析及其政策規劃,2,許銘能,,3,109,衛生福利研究所,選修,111-2-130710,zh-tw
MDHW30037,大型次級資料處理與分析,2,簡麗年,,3,109,衛生福利研究所,選修,111-2-130712,zh-tw
MDHW30038,閱讀、研究與寫作,2,周月清,,3,109,衛生福利研究所,選修,111-2-130713,zh-tw
MDHW30011,敘事醫學與口述歷史,3,蔡篤堅,,3,109,衛生福利研究所,選修,111-2-130708,zh-tw
MDPH30106,因果推論與追蹤資料分析,2,梁立霖,,3,107,醫務管理研究所,選修,111-2-130217,zh-tw
MDBS30032,腦科學特論,2,楊定一、陳麗芬、楊靜修、盧俊良、蔡金吾、林嘉澍、楊智傑、鄭彥甫、鄭菡若、蔡世仁、李怡慧、劉祐岑、尼大衛,,3,113,腦科學研究所,選修,111-2-131104,zh-tw
MDBS30006,專題討論(博),1,楊靜修、陳麗芬、楊定一、盧俊良、李國熙、王署君、蔡金吾、林嘉澍、楊智傑、陳永昇、鄭彥甫、鄭菡若、黃植懋、侯珮珊、蔡世仁、李怡慧、李正達、林永煬、洪成志、劉祐岑、尼大衛、蔡欣融,,4,113,腦科學研究所,必修,111-2-140900,zh-tw
MDCM30060,基因治療與基因編輯文獻選讀四,1,鄭彥甫、牛道明,,5,105,臨床醫學研究所,選修,111-2-130300,zh-tw
MDBS30013,情緒神經科學,2,林嘉澍,,3,113,腦科學研究所,選修,111-2-131100,en-us
MDBS30033,腦科學概論,3,鄭菡若、陳麗芬、楊定一、楊靜修、盧俊良、蔡金吾、楊智傑、李怡慧、洪成志,,3,113,腦科學研究所,必修,111-2-131102,zh-tw
MDBS30038,論文寫作與實務,1,蔡金吾,,3,113,腦科學研究所,必修,111-2-131103,zh-tw
MDBS30023,生醫英文撰寫基礎,3,鄭菡若、楊定一,,3,113,腦科學研究所,選修,111-2-131105,en-us
MDBS30003,光學顯微技術,2,蔡金吾,,3,113,腦科學研究所,選修,111-2-131106,zh-tw
MDBS30029,精神疾病治療的方法與原理,1,洪成志,,3,113,腦科學研究所,選修,111-2-131107,zh-tw
MDBS30020,機器學習概論與實作,3,陳麗芬,,3,113,腦科學研究所,選修,111-2-131108,zh-tw
MDBS30044,生物醫學訊號分析與應用(二),1,楊靜修,,3,113,腦科學研究所,選修,111-2-131109,zh-tw
MDBS30045,睡眠自律神經學(二),3,楊靜修,,3,113,腦科學研究所,選修,111-2-131110,zh-tw
MDBS30014,憂鬱症:探討大腦及神經生理因子對於情緒疾患之形成及治療效應,2,李正達,,3,113,腦科學研究所,選修,111-2-131111,zh-tw
MDBS30046,睡眠訊號分析與臨床判讀實務,3,蔡欣融,,3,113,腦科學研究所,選修,111-2-131113,zh-tw
MDBS30047,睡眠與心理健康,2,蔡欣融,,3,113,腦科學研究所,選修,111-2-131114,zh-tw
MDBS30007,專題討論(碩),1,楊智傑、陳麗芬、楊定一、楊靜修、盧俊良、王署君、蔡金吾、林嘉澍、陳永昇、鄭彥甫、鄭菡若、侯珮珊、蔡世仁、李怡慧、洪成志、劉祐岑、尼大衛、蔡欣融,,3,113,腦科學研究所,必修,111-2-131101,zh-tw
MDPH30086,進階流行病學實證討論,1,莊宜芳、黃心苑、蒲正筠、陳信任,,4,104,公共衛生研究所,必修,111-2-130219,zh-tw
MDPH30002,健康政法實證討論(博),2,林雅萍、郭文華、楊振昌、黃心苑、黃嵩立、周穎政、鄧宗業、簡莉盈、陳娟瑜、蒲正筠、梁立霖、黃宣穎、楊秀儀、雷文玫,,4,104,公共衛生研究所,必修,111-2-130221,zh-tw
MDPH30048,生物統計與資料科學實證討論(博),2,陳瓊梅、林明薇、林逸芬、郭炤裕,,4,104,公共衛生研究所,必修,111-2-130223,zh-tw
MDPH30040,流行病學實證討論(博),2,東雅惠、楊振昌、林明薇、黃心苑、周穎政、陳娟瑜、陳信任、莊宜芳、潘文驥、劉家軒,,4,104,公共衛生研究所,必修,111-2-130225,zh-tw
MDPH30033,流行病學教學實務,2,潘文驥、黃心苑、陳娟瑜、蒲正筠、鄭浩民、陳信任、莊宜芳、蕭金福,,4,104,公共衛生研究所,必修,111-2-140201,zh-tw
MDPH30015,公衛倫理與法律,2,雷文玫、黃嵩立、鄧宗業、吳全峰,,3,107,醫務管理研究所,選修,111-2-130200,zh-tw
MDPH30010,健康經濟學,2,蒲正筠、周穎政,,3,107,醫務管理研究所,選修,111-2-130201,zh-tw
MDPH30062,社會正義與人權,2,黃嵩立,,3,104,公共衛生研究所,選修,111-2-130202,zh-tw
MDPH30087,進階統計模式與資料分析,3,郭炤裕,,3,110,環境與職業衛生研究所,選修,111-2-130203,zh-tw
